nothing
3D320A,莱芜枢纽-苗山虚收费门架,8755
3D320C,和庄虚-博山虚收费门架,10860
3D3110,博山虚-博山北虚收费门架,8119
3D3113,文昌湖虚-淄博新区虚收费门架,5867
3E1902,红花埠-京沪鲁苏收费门架,4500
3C081B,息陬枢纽-邹城虚收费门架,15120
3C2E01,垦利虚-垦利北虚收费门架,3701
3C300A,滨州虚-滨州南虚收费门架,661
3C1006,于河枢纽-昌乐虚收费门架,9850
3D3904,范镇虚-莱泰杨庄虚收费门架,4352
3C3902,范镇虚-莱泰泰安虚收费门架,24377
3D2608,龙口虚-龙港南立交收费门架,3070
3D4408,辛庄子枢纽-寿光西虚收费门架,18560
3D0C0C,牡丹虚-菏泽南虚收费门架,8560
3E1A09,冠县虚-冠县西收费门架,12940
3D4E04,北海虚-双岛虚收费门架,7025
3D0C0E,菏泽新区虚-曹州枢纽收费门架,8740
3C6724,诸城枢纽-诸城龙都虚收费门架,16603
3C6709,五莲北虚-五莲虚收费门架,6884
3C670A,五莲虚-街头虚收费门架,18208
3C670D,陈疃北虚-陈疃枢纽收费门架,3929
3D670E,陈疃枢纽-陈疃北虚收费门架,3929
3C2516,海阳北虚-烟海威青枢纽收费门架,12379
3C7C03,成武东虚-单县北虚收费门架,14685
3C7102,南村临枢纽-南村虚收费门架,4000
3D7104,马店枢纽-南村虚收费门架,20000
3C3609,东营港虚-仙河虚收费门架,21400
3C360A,仙河虚-孤岛虚收费门架,8900
3C4906,德州东虚-德州北枢纽收费门架,6105
3C120B,胶州虚-高密虚收费门架,18107
3C5F05,聊城北虚-德商济馆立交收费门架,20879
3E7907,魏庄虚-青兰鲁冀收费门架,18881
3F7909,青兰鲁冀-魏庄虚收费门架,18881
3C1D07,莒县虚-长深日东枢纽收费门架,8550
3D1D09,莒县虚-莒县东虚收费门架,10000
3C671F,诸城龙都虚-五莲北虚收费门架,13105
3C670B,街头虚-陈疃北虚收费门架,8629
3D0817,邹城虚-息陬枢纽收费门架,15120
3D081E,息陬枢纽-曲阜虚收费门架,6900
3D081D,曲阜虚-曲阜北虚收费门架,15540
3C0E06,周村虚-邹平东虚收费门架,4710
3D0E09,邹平东虚-周村虚收费门架,4710
3C2F04,大王虚-阳河虚收费门架,6000
3D4A0C,高唐西虚-高邢青银枢纽收费门架,5800
3D1D0A,莒县东虚-龙山虚收费门架,17980
3C1B02,齐河南虚-晏城虚收费门架,5635
3D1905,红花埠虚-郯城虚收费门架,24200
3D5A10,莘县北虚-田庄枢纽收费门架,14540
3D3605,利津虚-陈庄虚收费门架,12960
3D3606,陈庄虚-东港枢纽收费门架,6110
3D0813,曲阜北虚-京台泰曲界收费门架,7023
3D6713,五莲北虚-诸城龙都虚收费门架,13105
3D420C,辛安虚-海阳西虚收费门架,12970
3C580D,团旺虚-姜山虚收费门架,14925
3C3B0E,嘉祥西虚-王官屯枢纽收费门架,18560
3D0D16,济南虚-东客站虚收费门架,9532
3D0D11,小许家枢纽-临港虚收费门架,3921
3C301C,滨城北虚-长深济东立交收费门架,9140
3D6009,德商青银立交-武城西虚收费门架,22478
3D0A08,满庄虚-泰山枢纽收费门架,14775
3D0918,临枣京台枢纽-枣庄虚收费门架,12927
3C3101,高青北虚-彭家枢纽收费门架,3165
3C311C,桓台虚-淄博西枢纽收费门架,10640
3C4202,烟海威青枢纽-海阳虚收费门架,8408
3D790C,河店虚-田庄枢纽收费门架,15000
3C320D,莱芜东-莱芜东虚收费门架,1
3D4709,红岛南虚-海湾大桥南北交接点收费门架,8912
3C5E01,荣成虚-荣成西虚收费门架,8263
3C060D,齐河生态城虚-黄河二桥起点收费门架,790
3D1013,青州西虚-于家庄枢纽收费门架,4478
3D1014,于家庄枢纽-青州东虚收费门架,6083
3C170B,泰安东虚-化马湾虚收费门架,25990
3D6716,安丘官庄虚-安丘南虚收费门架,11474
3C0102,云山虚-平度东虚收费门架,17372
3C2512,烟台南虚-牟平南虚收费门架,12140
3D4F04,烟海荣乌枢纽-养马岛虚收费门架,11263
3C2E04,李庄虚-东营虚收费门架,17000
3D7C0D,单县北虚-成武东虚收费门架,14685
3C6E08,孔村枢纽-平阴玫瑰虚收费门架,11845
3D7A02,菏泽新东虚-菏泽新北虚收费门架,7650
3D7A04,枣菏枢纽-定陶虚收费门架,4420
3C650C,靳家虚-济乐青银立交收费门架,6680
3C4A02,高唐西虚-金郝庄虚收费门架,15200
3C650B,表白寺枢纽-靳家虚收费门架,4710
3C6901,济南兴隆-济绕济泰枢纽收费门架,5200
3C5105,沂南北虚-沂南东虚收费门架,9430
3C5106,沂南东虚-长深日东枢纽收费门架,8820
3C3008,长深济东立交-滨城虚收费门架,2839
3D0B17,禹城南虚-齐河北枢纽收费门架,9150
3D600A,武城西虚-德商支线立交收费门架,14602
3D7C0B,龙王庙虚-单县南虚收费门架,16820
3D720C,王台虚-九龙虚收费门架,8820
3C0713,济南西虚-殷家村枢纽收费门架,7170
3D5809,莱西东虚-青龙潍莱立交收费门架,4017
3D790D,田庄枢纽-朱老庄虚收费门架,7363
3D790F,李海务虚-东阿虚收费门架,19010
3D7910,东阿虚-黄河特大桥终点收费门架,7768
3C7A0C,枣菏枢纽-古营集虚收费门架,5770
3C3A04,莱芜西虚-莱泰杨庄虚收费门架,14344
3D3A07,莱泰杨庄虚-莱芜西虚收费门架,14344
3C1002,涌泉枢纽-潍坊东虚收费门架,7223
3C1702,新泰西虚-新泰南虚收费门架,18090
3C1D03,陈疃枢纽-西湖虚收费门架,5900
3C1D04,西湖虚-龙山虚收费门架,20020
3C1D05,龙山虚-莒县东虚收费门架,17980
3C6E06,肥城西虚-平阴孔村虚收费门架,8735
3D5F06,德商济馆立交-聊城北虚收费门架,20879
3D151F,彩石虚-蟠龙虚收费门架,10267
3C5103,沂水虚-沂水南虚收费门架,12680
3D3114,淄博新区虚-淄博西虚收费门架,6877
3F0C09,日兰鲁豫-曹县西虚收费门架,14770
3D0C0A,曹县西虚-菏泽南枢纽收费门架,8750
3D0C0D,菏泽南虚-菏泽新区虚收费门架,10730
3C0107,明村虚-明村枢纽收费门架,8640
3D0109,明村虚-田庄虚收费门架,10177
3D2016,郓城南虚-王官屯枢纽收费门架,2920
3C200F,郓城南-郓城南虚收费门架,1
3C530C,东平南虚-汶上西虚收费门架,8655
3E6010,德商鲁冀-德商支线立交收费门架,3001
3C1513,雪野虚-莱芜北虚收费门架,20020
3D1518,莱芜北虚-雪野虚收费门架,20020
3D1517,莱芜高新虚-莱芜北虚收费门架,8510
3D6501,唐王枢纽-机场枢纽收费门架,7030
3D6203,济乐济东立交-济北开发区虚收费门架,13940
3C4705,红岛南虚-海湾大桥胶州连接界收费门架,11578
3C5A03,田庄枢纽-莘县北虚收费门架,14540
3C360B,孤岛虚-马场虚收费门架,9100
3C5010,青州虚-青州南虚收费门架,11540
3C5004,临朐虚-临朐南虚收费门架,10880
3C0406,南黄虚-乳山东虚收费门架,20380
3D0412,乳山东虚-南黄虚收费门架,20380
3D4303,乳山西虚-乳山虚收费门架,11040
3D250F,杜家疃虚-莱山虚收费门架,5056
3D3B08,东平虚-平阴南虚收费门架,19790
3C4C03,兰陵西虚-峄城东虚收费门架,19569
3D4C05,兰陵西虚-兰陵北虚收费门架,16173
3F7A07,济广鲁豫-曹县虚收费门架,25230
3C2604,蓬莱枢纽-蓬莱东虚收费门架,4650
3C2606,蓬莱西虚-黄城虚收费门架,17900
3D040E,威海南海虚-威乳荣文立交收费门架,4500
3E4A05,临清虚-高邢鲁冀收费门架,6573
3E7C09,龙王庙虚-巨单鲁皖收费门架,12580
3F0506,德州北枢纽-京台鲁冀收费门架,2370
3C1D02,圈村枢纽-陈疃枢纽收费门架,13100
3C360C,马场虚-东港枢纽收费门架,20300
3D4606,滕州南虚-木石虚收费门架,4500
3C0909,滕州-滕州虚收费门架,1
3C1004,潍坊虚-潍坊西虚收费门架,11559
3C7714,郭庄虚-平度南虚收费门架,17330
3D2C03,明村枢纽-郭家埠枢纽收费门架,21850
3D5E06,南海新港虚-文登南虚收费门架,8706
3C6509,池庄枢纽-齐河东虚收费门架,4880
3F6106,济徐鲁苏-鱼台西虚收费门架,6970
3D440B,寿光东虚-荣乌潍日立交收费门架,8835
3F7C0A,巨单鲁皖-龙王庙虚收费门架,12580
3D7C0C,单县南虚-单县北虚收费门架,12443
3C2501,烟海荣乌枢纽-莱山虚收费门架,5345
3D0411,文登北虚-威海虚收费门架,12050
3C1201,青岛虚-王演庄枢纽收费门架,4362
3C3F02,诸城东虚-诸城虚收费门架,6700
3D2E0E,大王虚-广饶虚收费门架,5500
3D060C,池庄枢纽-齐河虚收费门架,4300
3D1016,寿光虚-昌乐虚收费门架,11303
3F5206,长深鲁苏-临沭虚收费门架,8170
3D4C06,兰陵北虚-临枣京沪枢纽收费门架,8358
3F5C0D,鄄城北虚-德商鲁豫2收费门架,8267
3C7D03,税郭虚-枣庄东城虚收费门架,17816
3D7D01,枣庄东城虚-税郭虚收费门架,17816
3D7A03,定陶虚-菏泽新东虚收费门架,20280
3D4708,海湾大桥胶州连接界-红岛南虚收费门架,11578
3C7D05,峨山枢纽-税郭虚收费门架,6489
3C4706,海湾大桥胶州连接界-黄岛枢纽收费门架,7315
3C6706,安丘官庄虚-诸城石桥子虚收费门架,12972
3C6707,诸城石桥子虚-诸城枢纽收费门架,10196
3D740E,胶南北枢纽-隐珠虚收费门架,3490
3D7C0E,成武东虚-成武枢纽收费门架,5956
3C2602,黄城虚-龙港南立交收费门架,13450
3F3013,无棣虚-鲁北收费门架,18290
3D6006,四女寺虚-武城东虚收费门架,5856
3D520A,临沭北虚-临沂东虚收费门架,10380
3D520C,河东虚-长深日东枢纽收费门架,21940
3D6105,鱼台西虚-金乡东虚收费门架,16540
3C610B,济宁南虚-金乡东虚收费门架,18668
3E6108,鱼台西虚-济徐鲁苏收费门架,6970
3E6108,鱼台西虚-济徐鲁苏收费门架,6970
3D6508,齐河东虚-池庄枢纽收费门架,4880
3D0607,齐河生态城虚-池庄枢纽收费门架,790
3C1510,彩石虚-曹范虚收费门架,5440
3D0705,天桥虚-济南北虚收费门架,8590
3D0706,济南北虚-济南虚收费门架,2280
3C5A02,聊城南虚-田庄枢纽收费门架,3720
3C0E02,临淄虚-淄博高新区虚收费门架,15093
3D090C,滕州南虚-滕州南收费门架,1
3C5204,临沭北虚-临沭虚收费门架,16680
3C1011,青州西虚-临淄东虚收费门架,9400
3C4E02,北海虚-酒馆虚收费门架,5172
3C2707,莱州东虚-莱州虚收费门架,15530
3D520B,临沂东虚-河东虚收费门架,12360
3C1010,于家庄枢纽-青州西虚收费门架,4478
3D6718,昌乐南虚-潍坊南虚收费门架,18028
3D6720,潍坊南虚-潍城西虚收费门架,14299
3C1813,蒙阴虚-孟良崮虚收费门架,25300
3C1814,孟良崮虚-青驼虚收费门架,18300
3C1815,青驼虚-竹园枢纽收费门架,7600
3C1816,竹园枢纽-临沂北虚收费门架,7400
3C1817,临沂北虚-临沂虚收费门架,15000
3D120E,饮马虚-高密西虚收费门架,21575
3D1712,京沪泰临界-博莱枢纽收费门架,5530
3C1707,新泰东-新泰东虚收费门架,1
3D5A0F,莘县虚-莘县北虚收费门架,9610
3D0810,邹城虚-邹城收费门架,1
3C3207,博山虚-和庄虚收费门架,10860
3C3209,苗山虚-莱芜枢纽收费门架,8755
3C2502,莱山虚-杜家疃虚收费门架,5056
3C4803,无棣东虚-阳信虚收费门架,8514
3C5E04,南海新港虚-威乳荣文立交收费门架,12169
3C0B1D,高邢青银枢纽-夏津虚收费门架,16690
3D0B09,德商青银立交-夏津虚收费门架,8225
3C5C14,鄄城虚-鄄城南虚收费门架,11597
3D0710,京台济泰界-万德虚收费门架,13660
3D0719,万德虚-崮山虚收费门架,25470
3D071B,崮山虚-殷家村枢纽收费门架,3000
3D0718,殷家村枢纽-济南西虚收费门架,7170
3D0715,济南西虚-国际医学中心虚收费门架,2231
3C310F,博山北虚-博山虚收费门架,8119
3C6E04,肥城南虚-桃园虚收费门架,13893
3E5205,临沭虚-长深鲁苏收费门架,8170
3E5205,临沭虚-长深鲁苏收费门架,8170
3D200E,菏泽枢纽-郓城虚收费门架,18950
3C6A01,菏东枢纽立交-东明北虚收费门架,5599
3C0811,峄山-峄山虚收费门架,1
3D0812,峄山虚-峄山收费门架,1
3D7C11,章缝虚-巨野西虚收费门架,16675
3D7C12,巨野西虚-王官屯枢纽收费门架,12780
3D3612,仙河虚-东营港虚收费门架,21400
3D1A12,聊城东虚-聊城开发虚收费门架,5400
3F6106,济徐鲁苏-鱼台西虚收费门架,6970
3C1711,博莱枢纽-京沪泰临界收费门架,5530
3C0816,曲阜虚-息陬枢纽收费门架,6900
3D2510,莱山虚-烟海荣乌枢纽收费门架,5345
3D251B,牟平南虚-烟台南虚收费门架,12140
3D250B,古现虚-大杨家枢纽收费门架,8300
3D250D,东厅虚-崇义虚收费门架,3600
3C180A,孟良崮-孟良崮虚收费门架,1
3F5401,乐陵北虚-京沪鲁冀收费门架,3500
3F5401,乐陵北虚-京沪鲁冀收费门架,3500
3D4A0B,金郝庄虚-高唐西虚收费门架,15200
3D250A,八角枢纽-古现虚收费门架,3800
3D5A12,聊城南虚-德商济馆立交收费门架,7600
3D5C11,菏泽枢纽-菏泽北虚收费门架,7685
3D440D,潍坊北虚-昌邑虚收费门架,21000
3C3601,东港枢纽-陈庄虚收费门架,6110
3C0814,邹城虚-峄山虚收费门架,12060
3C6C01,龙港南立交-招远玲珑虚收费门架,19521
3D360F,东港枢纽-马场虚收费门架,20300
3D3610,马场虚-孤岛虚收费门架,9100
3C0803,曲阜东虚-息陬枢纽收费门架,2570
3D3D06,鲁村虚-沂源虚收费门架,14510
3C4C0A,峄城西虚-枣庄新城虚收费门架,16219
3E1A09,冠县虚-冠县西收费门架,12940
3D5A0C,莘县古城虚-莘县南虚收费门架,17764
3C5407,济乐滨德-乐陵南虚收费门架,17000
3C0D0B,章丘西虚-唐王枢纽收费门架,12834
3E3001,鲁北-无棣虚收费门架,18290
3C7405,烟台西港虚-八角虚收费门架,4696
3D7407,八角枢纽-八角虚收费门架,4500
3D500C,青州南虚-青州虚收费门架,11540
3C071A,万德虚-京台济泰界收费门架,13660
3C1A15,冠县-冠县虚收费门架,1
3D1A16,聊城开发虚-聊城开发收费门架,1
3C1A17,聊城开发-聊城开发虚收费门架,1
3D1A18,茌平西虚-茌平西收费门架,1
3C1A19,茌平西-茌平西虚收费门架,1
3D1B09,晏城虚-晏城收费门架,1
3C5A13,莘县古城-莘县古城虚收费门架,1
3D1A1A,聊城西虚-聊城西收费门架,1
3D1A1B,冠县虚-冠县收费门架,1
3C1A1C,聊城西-聊城西虚收费门架,1
3C0202,莱西虚-莱西枢纽收费门架,6739
3D260B,蓬莱东虚-蓬莱枢纽收费门架,4650
3D260C,蓬莱枢纽-烟台机场虚收费门架,7650
3D3B05,平阴虚-孝里虚收费门架,19400
3E5C16,德商鲁豫2-鄄城北虚收费门架,8267
3C7502,李村虚-夏庄虚收费门架,10120
3C7513,城阳北虚-即墨西虚收费门架,8650
3D7512,城阳北虚-城阳南虚收费门架,3780
3E4909,德州西虚-滨德鲁冀收费门架,2291
3C1003,潍坊东虚-潍坊虚收费门架,8337
3D7A06,曹县虚-古营集虚收费门架,18080
3F7A07,济广鲁豫-曹县虚收费门架,25230
3D2D06,新河虚-郭家埠枢纽收费门架,5110
3C1D01,日照虚-圈村枢纽收费门架,2000
3C4902,庆云虚-乐陵虚收费门架,21355
3C4903,乐陵虚-济乐滨德收费门架,6100
3D7D02,税郭虚-峨山枢纽收费门架,6489
3E1902,红花埠-京沪鲁苏收费门架,4500
3C6514,遥墙-遥墙虚收费门架,1
3D6515,济阳虚-济阳收费门架,1
3C5811,华山东虚-青龙威青立交收费门架,3478
3D250E,崇义虚-杜家疃虚收费门架,8700
3D1706,新泰西虚-化马湾虚收费门架,16400
3D170E,化马湾虚-泰安东虚收费门架,25990
3D170F,泰安东虚-泰安南虚收费门架,6590
3D1710,泰安南虚-泰新福沪界收费门架,925
3C4302,乳山西虚-留格庄虚收费门架,11180
3C2702,龙口虚-招远北虚收费门架,9400
3C2704,招远虚-朱桥虚收费门架,15860
3C050D,平原南-平原南虚收费门架,1
3D3B03,孝里虚-长清虚收费门架,13660
3D3B05,平阴虚-孝里虚收费门架,19400
3D4913,乐陵虚-庆云虚收费门架,21355
3D5311,东济日兰立交-汶上南虚收费门架,16005
3D530D,汶上西虚-东平南虚收费门架,8655
3C610E,东济日兰立交-济宁经开区虚收费门架,8955
3C0716,槐荫枢纽-国际医学中心虚收费门架,5299
3C7806,黄岛枢纽-黄岛东虚收费门架,6700
3D1A10,聊城西虚-聊城虚收费门架,4737
3D1911,兰陵虚-兰陵收费门架,1
3D6E0F,桃园虚-肥城南虚收费门架,13893
3C7003,院上虚-仁兆虚收费门架,21440
3D7005,院上虚-牛溪埠虚收费门架,11160
3C610A,金乡东虚-鱼台西虚收费门架,16540
3F600F,德商支线立交-德商鲁冀收费门架,3001
3C671A,荣乌潍日立交-潍日潍城虚收费门架,25119
3C671E,于河枢纽-潍城西虚收费门架,3823
3D4C04,峄城东虚-兰陵西虚收费门架,19569
3D7F06,机场南枢纽-胶莱虚收费门架,12403
3C0D0E,小许家枢纽-东客站虚收费门架,5450
3C6E07,平阴孔村虚-孔村枢纽收费门架,2396
3D1012,临淄东虚-青州西虚收费门架,9400
3D1017,青州东虚-寿光虚收费门架,11099
3C610C,济宁机场虚-济宁南虚收费门架,6055
3C4F02,牟平东虚-养马岛虚收费门架,7361
3D3D08,沂源东虚-张家坡虚收费门架,20880
3D2410,中桥虚-大杨家枢纽收费门架,10300
3C500F,沂山虚-马站枢纽收费门架,24220
3D5009,沂山虚-临朐南虚收费门架,21470
3C070F,殷家村枢纽-崮山虚收费门架,3000
3D0515,京台德禹界-平原南虚收费门架,6440
3D0512,平原南虚-平原虚收费门架,12310
3D0511,平原虚-德州南虚收费门架,20190
3D0518,德州南虚-德州虚收费门架,5180
3D0516,德州虚-德州北枢纽收费门架,8080
3D7E09,博兴虚-博兴收费门架,1
3C7E0A,博兴-博兴虚收费门架,1
3D7E0B,博兴北虚-博兴北收费门架,1
3E0B0B,德商青银立交-青银鲁冀收费门架,8985
3D0913,枣庄虚-滕州南虚收费门架,22010
3D091A,滕州南虚-滕州虚收费门架,15670
3D0915,滕州虚-京台宁枣界收费门架,15660
3C4605,木石虚-滕州南虚收费门架,4500
3D3604,沾化东虚-利津虚收费门架,17610
3D260D,龙港南立交-黄城虚收费门架,13450
3D1D19,龙山虚-龙山收费门架,1
3C1D1A,龙山-龙山虚收费门架,1
3D1E18,沂南虚-沂南收费门架,1
3C1E19,沂南-沂南虚收费门架,1
3D1E1A,费县虚-费县收费门架,1
3C1E1B,费县-费县虚收费门架,1
3D201A,菏泽西虚-菏泽西收费门架,1
3C201B,菏泽西-菏泽西虚收费门架,1
3C2506,大杨家枢纽-古现虚收费门架,8300
3E7C09,龙王庙虚-巨单鲁皖收费门架,12580
3D790E,朱老庄虚-李海务虚收费门架,7579
3C2E06,辛庄子枢纽-广饶虚收费门架,16400
3C081A,曲阜北虚-曲阜虚收费门架,15540
3D200C,菏泽东虚-曹州枢纽收费门架,3870
3D7105,南村虚-南村临枢纽收费门架,4000
3D1F07,王官屯枢纽-嘉祥虚收费门架,26760
3D2B03,莱西枢纽-高格庄枢纽收费门架,11895
3D5E0F,南海新港虚-南海新港收费门架,1
3C5E10,南海新港-南海新港虚收费门架,1
3C5416,临邑虚-济阳北虚收费门架,10000
3C3201,莱芜枢纽-莱芜东虚收费门架,7000
3D300B,滨州南虚-滨州虚收费门架,661
3D300C,滨州虚-滨城虚收费门架,6000
3D6728,诸城石桥子虚-诸城石桥子收费门架,1
3C6729,诸城石桥子-诸城石桥子虚收费门架,1
3D672A,诸城龙都虚-诸城龙都收费门架,1
3C672B,诸城龙都-诸城龙都虚收费门架,1
3D672C,五莲北虚-五莲北收费门架,1
3C4C16,兰陵西-兰陵西虚收费门架,1
3C4C18,峄城东-峄城东虚收费门架,1
3D4C19,峄城南虚-峄城南收费门架,1
3C7E0C,博兴北-博兴北虚收费门架,1
3D7E0D,广饶西虚-广饶西收费门架,1
3C7C20,龙王庙-龙王庙虚收费门架,1
3C7E0E,广饶西-广饶西虚收费门架,1
3C2017,菏泽东-菏泽东虚收费门架,1
3C4C1E,枣庄新城-枣庄新城虚收费门架,1
3D4C17,峄城东虚-峄城东收费门架,1
3C1F18,济宁西-济宁西虚收费门架,1
3D1F19,嘉祥虚-嘉祥收费门架,1
3C1F1A,嘉祥-嘉祥虚收费门架,1
3D1F1B,曲阜东虚-曲阜东收费门架,1
3C720E,沈海胶州-沈海胶州虚收费门架,1
3D720F,九龙虚-九龙收费门架,1
3C7210,九龙-九龙虚收费门架,1
3D730B,王台虚-王台收费门架,1
3D5F0D,聊城北虚-聊城北收费门架,1
3C5F0E,聊城北-聊城北虚收费门架,1
3D5F0F,临清东虚-临清东收费门架,1
3C5F10,临清东-临清东虚收费门架,1
3D672E,五莲虚-五莲收费门架,1
3C672F,五莲-五莲虚收费门架,1
3D6730,街头虚-街头收费门架,1
3C6018,四女寺-四女寺虚收费门架,1
3D611F,济宁经开区虚-济宁经开区收费门架,1
3D4F07,牟平东虚-牟平东收费门架,1
3C4F08,牟平东-牟平东虚收费门架,1
3D2E0B,垦利虚-东营北虚收费门架,6299
3C4A01,高邢青银枢纽-高唐西虚收费门架,5800
3C150F,港沟枢纽-蟠龙虚收费门架,3810
3C3603,利津虚-沾化东虚收费门架,17610
3C7D08,税郭-税郭虚收费门架,1
3D7F0A,胶莱虚-胶莱收费门架,1
3C6734,潍坊南-潍坊南虚收费门架,1
3C672D,五莲北-五莲北虚收费门架,1
3D751F,夏庄虚-夏庄收费门架,1
3C7520,夏庄-夏庄虚收费门架,1
3D7521,城阳南虚-城阳南收费门架,1
3C121A,蓝村-蓝村虚收费门架,1
3D121B,青岛虚-青岛收费门架,1
3C121C,青岛-青岛虚收费门架,1
3D1523,蟠龙虚-蟠龙收费门架,1
3C1524,蟠龙-蟠龙虚收费门架,1
3C760A,即墨西-即墨西虚收费门架,1
3D760B,普东虚-普东收费门架,1
3C5829,惜福-惜福虚收费门架,1
3D5A14,聊城南虚-聊城南收费门架,1
3C5A15,聊城南-聊城南虚收费门架,1
3C4C1A,峄城南-峄城南虚收费门架,1
3D4C1B,峄城西虚-峄城西收费门架,1
3C4C1C,峄城西-峄城西虚收费门架,1
3D4C1D,枣庄新城虚-枣庄新城收费门架,1
3F7C0A,巨单鲁皖-龙王庙虚收费门架,12580
3D0A02,满庄虚-满庄收费门架,1
3C0A03,宁阳东-宁阳东虚收费门架,1
3D0A04,宁阳东虚-宁阳东收费门架,1
3C7812,青岛西-青岛西虚收费门架,1
3D7813,青岛高新虚-青岛高新收费门架,1
3C7814,青岛高新-青岛高新虚收费门架,1
3D5019,临朐南虚-临朐南收费门架,1
3C501A,临朐南-临朐南虚收费门架,1
3D501B,沂山虚-沂山收费门架,1
3C501C,沂山-沂山虚收费门架,1
3D510D,沂水北虚-沂水北收费门架,1
3C510E,沂水北-沂水北虚收费门架,1
3D2714,招远虚-招远收费门架,1
3C2C06,灰埠-灰埠虚收费门架,1
3D2D09,新河虚-新河收费门架,1
3C2D0A,新河-新河虚收费门架,1
3D2E0F,垦利虚-垦利收费门架,1
3C2E10,垦利-垦利虚收费门架,1
3C101A,潍坊东-潍坊东虚收费门架,1
3D101B,饮马虚-饮马收费门架,1
3C101C,饮马-饮马虚收费门架,1
3D1F11,兖州虚-兖州收费门架,1
3C7A15,定陶-定陶虚收费门架,1
3D7A16,古营集虚-古营集收费门架,1
3C7A17,古营集-古营集虚收费门架,1
3D7A18,曹县虚-曹县收费门架,1
3C7A19,曹县-曹县虚收费门架,1
3D6E19,平阴玫瑰虚-平阴玫瑰收费门架,1
3C6E1A,平阴玫瑰-平阴玫瑰虚收费门架,1
3D700B,牛溪埠虚-牛溪埠收费门架,1
3C4211,海阳西-海阳西虚收费门架,1
3C6727,安丘官庄-安丘官庄虚收费门架,1
3D2E15,李庄虚-李庄收费门架,1
3C2E16,李庄-李庄虚收费门架,1
3D2E17,广饶虚-广饶收费门架,1
3C2E18,广饶-广饶虚收费门架,1
3D2E19,大王虚-大王收费门架,1
3C2E1A,大王-大王虚收费门架,1
3D1217,胶州虚-胶州收费门架,1
3D1219,蓝村虚-蓝村收费门架,1
3C1D16,莒县东-莒县东虚收费门架,1
3D1D17,莒县虚-莒县收费门架,1
3C1D18,莒县-莒县虚收费门架,1
3D2213,日照北虚-日照北收费门架,1
